id,category,vec
7180,6,"[ 33.  21.  13. ...,   0.   0.   0.]"
7181,4,"[ 54.   4.  12. ...,   0.   0.   0.]"
7182,2,"[ 57.  46.  13. ...,   0.   0.   0.]"
7183,8,"[ 20.   9.   4. ...,   0.   0.   0.]"
7184,2,"[ 31.  11.   9. ...,   0.   0.   0.]"
7185,10,"[ 6.  3.  5. ...,  0.  0.  0.]"
7186,6,"[ 19.  11.  12. ...,   0.   0.   0.]"
7187,6,"[ 10.   9.   6. ...,   0.   0.   0.]"
7188,9,"[ 62.  14.  21. ...,   0.   0.   0.]"
7189,1,"[ 29.   4.  10. ...,   0.   0.   0.]"
7190,9,"[ 31.  18.   7. ...,   0.   0.   0.]"
7191,1,"[ 13.   3.   3. ...,   0.   0.   0.]"
7192,5,"[ 39.  22.  14. ...,   0.   0.   0.]"
7193,9,"[ 33.  19.   9. ...,   0.   0.   0.]"
7194,7,"[ 33.   6.   8. ...,   0.   0.   0.]"
7195,9,"[ 46.  19.  14. ...,   0.   0.   0.]"
7196,9,"[ 22.  18.  10. ...,   0.   0.   0.]"
7197,3,"[ 23.   2.   5. ...,   0.   0.   0.]"
7198,1,"[ 34.   4.  10. ...,   0.   0.   0.]"
7199,2,"[ 21.   0.   6. ...,   0.   0.   0.]"
7200,10,"[ 102.   65.   30. ...,    0.    0.    0.]"
7201,1,"[ 56.  22.  17. ...,   0.   0.   0.]"
7202,3,"[ 22.   6.   8. ...,   0.   0.   0.]"
7203,4,"[ 28.   5.   6. ...,   0.   0.   0.]"
7204,3,"[ 16.   8.   9. ...,   0.   0.   0.]"
7205,6,"[ 13.   7.  10. ...,   0.   0.   0.]"
7206,8,"[ 14.   6.   7. ...,   0.   0.   0.]"
7207,3,"[ 24.   6.  10. ...,   0.   0.   0.]"
7208,2,"[ 30.   5.  12. ...,   0.   0.   0.]"
7209,5,"[ 30.   2.   8. ...,   0.   0.   0.]"
7210,6,"[ 16.  10.   8. ...,   0.   0.   0.]"
7211,4,"[ 25.   3.   8. ...,   0.   0.   0.]"
7212,8,"[ 28.   6.   6. ...,   0.   0.   0.]"
7213,9,"[ 34.  10.  11. ...,   0.   0.   0.]"
7214,8,"[ 27.   3.   5. ...,   0.   0.   0.]"
7215,2,"[ 12.   6.   4. ...,   0.   0.   0.]"
7216,5,"[ 24.  11.  12. ...,   0.   0.   0.]"
7217,4,"[ 46.  11.  11. ...,   0.   0.   0.]"
7218,9,"[ 49.   9.  11. ...,   0.   0.   0.]"
7219,5,"[ 8.  3.  4. ...,  0.  0.  0.]"
7220,4,"[ 39.   9.  16. ...,   0.   0.   0.]"
7221,1,"[ 26.  15.   7. ...,   0.   0.   0.]"
7222,3,"[ 34.  17.   4. ...,   0.   0.   0.]"
7223,3,"[ 69.  19.  26. ...,   0.   0.   0.]"
7224,10,"[ 22.  17.   8. ...,   0.   0.   0.]"
7225,6,"[ 33.  13.  17. ...,   0.   0.   0.]"
7226,3,"[ 20.   3.   7. ...,   0.   0.   0.]"
7227,10,"[ 5.  0.  2. ...,  0.  0.  0.]"
7228,2,"[ 42.  11.  13. ...,   0.   0.   0.]"
7229,5,"[ 12.   3.   3. ...,   0.   0.   0.]"
7230,7,"[ 26.   4.   9. ...,   0.   0.   0.]"
7231,5,"[ 33.  17.  14. ...,   0.   0.   0.]"
7232,6,"[ 10.   4.  10. ...,   0.   0.   0.]"
7233,10,"[ 114.   36.   28. ...,    0.    0.    0.]"
7234,2,"[ 17.   2.   3. ...,   0.   0.   0.]"
7235,4,"[ 4.  0.  2. ...,  0.  0.  0.]"
7236,9,"[ 29.   4.   4. ...,   0.   0.   0.]"
7237,9,"[ 8.  1.  3. ...,  0.  0.  0.]"
7238,3,"[ 7.  3.  2. ...,  0.  0.  0.]"
7239,9,"[ 0.  0.  0. ...,  0.  0.  0.]"
7240,10,"[ 40.  16.  10. ...,   0.   0.   0.]"
7241,7,"[ 24.  12.  10. ...,   0.   0.   0.]"
7242,2,"[ 18.   0.   4. ...,   0.   0.   0.]"
7243,1,"[ 9.  1.  5. ...,  0.  0.  0.]"
7244,6,"[ 15.  15.   6. ...,   0.   0.   0.]"
7245,10,"[ 80.  41.  28. ...,   0.   0.   0.]"
7246,5,"[ 22.  19.   8. ...,   0.   0.   0.]"
7247,8,"[ 28.  22.   6. ...,   0.   0.   0.]"
7248,6,"[ 4.  3.  1. ...,  0.  0.  0.]"
7249,1,"[ 15.   9.   7. ...,   0.   0.   0.]"
7250,9,"[ 36.  14.  13. ...,   0.   0.   0.]"
7251,4,"[ 19.   3.   5. ...,   0.   0.   0.]"
7252,1,"[ 24.   2.   7. ...,   0.   0.   0.]"
7253,3,"[ 14.   6.   5. ...,   0.   0.   0.]"
7254,2,"[ 33.  20.  23. ...,   0.   0.   0.]"
7255,10,"[ 19.  16.   8. ...,   0.   0.   0.]"
7256,7,"[ 21.  10.  10. ...,   0.   0.   0.]"
7257,1,"[ 34.  12.   8. ...,   0.   0.   0.]"
7258,4,"[ 36.   5.   8. ...,   0.   0.   0.]"
7259,7,"[ 15.   2.   3. ...,   0.   0.   0.]"
7260,8,"[ 31.  17.   8. ...,   0.   0.   0.]"
7261,2,"[ 24.   4.  13. ...,   0.   0.   0.]"
7262,8,"[ 16.   0.   7. ...,   0.   0.   0.]"
7263,2,"[ 37.  12.   9. ...,   0.   0.   0.]"
7264,2,"[ 55.   8.  15. ...,   0.   0.   0.]"
7265,8,"[ 51.  10.   9. ...,   0.   0.   0.]"
7266,10,"[ 2.  0.  1. ...,  0.  0.  0.]"
7267,8,"[ 54.  16.   7. ...,   0.   0.   0.]"
7268,5,"[ 31.  10.   8. ...,   0.   0.   0.]"
7269,3,"[ 30.   9.  10. ...,   0.   0.   0.]"
7270,5,"[ 6.  3.  9. ...,  0.  0.  0.]"
7271,5,"[ 53.  18.  11. ...,   0.   0.   0.]"
7272,3,"[ 16.   6.   5. ...,   0.   0.   0.]"
7273,5,"[ 51.  19.  21. ...,   0.   0.   0.]"
7274,6,"[ 25.  16.  11. ...,   0.   0.   0.]"
7275,3,"[ 20.  10.   6. ...,   0.   0.   0.]"
7276,9,"[ 36.   5.   6. ...,   0.   0.   0.]"
7277,2,"[ 40.  11.  11. ...,   0.   0.   0.]"
7278,1,"[ 41.  18.  10. ...,   0.   1.   0.]"
7279,4,"[ 40.  14.   7. ...,   0.   0.   0.]"
7280,3,"[ 9.  0.  4. ...,  0.  0.  0.]"
7281,10,"[ 21.   7.   5. ...,   0.   0.   0.]"
7282,3,"[ 43.  12.   9. ...,   0.   0.   0.]"
7283,3,"[ 30.   6.   7. ...,   0.   0.   0.]"
7284,9,"[ 0.  0.  0. ...,  0.  0.  0.]"
7285,8,"[ 21.   6.   6. ...,   0.   0.   0.]"
7286,4,"[ 24.  10.   6. ...,   0.   0.   0.]"
7287,7,"[ 36.   9.   9. ...,   0.   0.   0.]"
7288,10,"[ 2.  2.  1. ...,  0.  0.  0.]"
7289,3,"[ 6.  1.  2. ...,  0.  0.  0.]"
7290,5,"[ 14.   5.   6. ...,   0.   0.   0.]"
7291,9,"[ 34.   7.   5. ...,   0.   0.   0.]"
7292,6,"[ 26.  10.  15. ...,   0.   0.   0.]"
7293,7,"[ 37.  10.  15. ...,   0.   0.   0.]"
7294,2,"[ 36.   2.   6. ...,   0.   0.   0.]"
7295,5,"[ 1.  0.  3. ...,  0.  0.  0.]"
7296,9,"[ 26.   6.   2. ...,   0.   0.   0.]"
7297,10,"[ 30.  20.  10. ...,   0.   0.   0.]"
7298,3,"[ 24.   7.   8. ...,   0.   0.   0.]"
7299,9,"[ 0.  0.  0. ...,  0.  0.  0.]"
7300,7,"[ 21.   5.  10. ...,   0.   0.   0.]"
7301,8,"[ 35.  22.  23. ...,   0.   0.   0.]"
7302,7,"[ 29.   7.   6. ...,   0.   0.   0.]"
7303,10,"[ 45.  17.   8. ...,   0.   0.   0.]"
7304,4,"[ 55.   4.  11. ...,   0.   0.   0.]"
7305,4,"[ 30.  11.   8. ...,   0.   0.   0.]"
7306,10,"[ 36.  29.  11. ...,   0.   0.   0.]"
7307,6,"[ 5.  2.  1. ...,  0.  0.  0.]"
7308,9,"[ 0.  0.  0. ...,  0.  0.  0.]"
7309,6,"[ 32.  17.  15. ...,   0.   0.   0.]"
7310,10,"[ 48.  17.  17. ...,   0.   0.   0.]"
7311,4,"[ 38.   6.  10. ...,   0.   0.   0.]"
7312,10,"[ 2.  2.  0. ...,  0.  0.  0.]"
7313,3,"[ 14.   4.   7. ...,   0.   0.   0.]"
7314,5,"[ 6.  4.  3. ...,  0.  0.  0.]"
7315,5,"[ 48.  20.  17. ...,   2.   0.   0.]"
7316,5,"[ 12.   1.   6. ...,   0.   0.   0.]"
7317,7,"[ 17.  10.   5. ...,   0.   0.   0.]"
7318,9,"[ 34.  11.   5. ...,   0.   0.   0.]"
7319,7,"[ 6.  1.  3. ...,  0.  0.  0.]"
7320,3,"[ 3.  3.  4. ...,  0.  0.  0.]"
7321,1,"[ 44.   8.  12. ...,   0.   0.   0.]"
7322,3,"[ 38.  11.  11. ...,   0.   0.   0.]"
7323,1,"[ 29.   9.  11. ...,   0.   0.   0.]"
7324,4,"[ 30.   3.  10. ...,   0.   0.   0.]"
7325,7,"[ 36.  10.  10. ...,   0.   0.   0.]"
7326,1,"[ 32.   6.   8. ...,   0.   0.   0.]"
7327,3,"[ 19.   5.   5. ...,   0.   0.   0.]"
7328,1,"[ 40.  14.  12. ...,   0.   0.   0.]"
7329,3,"[ 36.  18.   9. ...,   0.   0.   0.]"
7330,7,"[ 27.   4.   7. ...,   0.   0.   0.]"
7331,9,"[ 0.  0.  0. ...,  0.  0.  0.]"
7332,7,"[ 14.   4.   6. ...,   0.   0.   0.]"
7333,5,"[ 38.  20.  12. ...,   0.   0.   0.]"
7334,7,"[ 30.  13.  14. ...,   0.   0.   0.]"
7335,5,"[ 7.  3.  2. ...,  0.  0.  0.]"
7336,10,"[ 52.  39.  22. ...,   0.   0.   0.]"
7337,4,"[ 24.   9.   4. ...,   0.   0.   0.]"
7338,7,"[ 44.   5.   6. ...,   0.   0.   0.]"
7339,6,"[ 32.  26.  23. ...,   0.   0.   0.]"
7340,10,"[ 85.  34.  21. ...,   0.   0.   0.]"
7341,7,"[ 42.  13.  14. ...,   0.   0.   0.]"
7342,2,"[ 35.   8.   9. ...,   1.   0.   0.]"
7343,10,"[ 34.  19.   9. ...,   0.   0.   0.]"
7344,10,"[ 13.   7.   1. ...,   0.   0.   0.]"
7345,5,"[ 27.  14.   8. ...,   0.   0.   0.]"
7346,5,"[ 35.   8.   7. ...,   0.   0.   0.]"
7347,3,"[ 7.  2.  2. ...,  0.  0.  0.]"
7348,1,"[ 5.  2.  6. ...,  0.  0.  0.]"
7349,10,"[ 27.   4.   6. ...,   0.   0.   0.]"
7350,6,"[ 18.  14.  11. ...,   0.   0.   0.]"
7351,3,"[ 12.   4.   6. ...,   0.   0.   0.]"
7352,3,"[ 46.   6.  10. ...,   0.   0.   0.]"
7353,7,"[ 47.  13.   7. ...,   0.   0.   0.]"
7354,1,"[ 8.  1.  2. ...,  0.  0.  0.]"
7355,5,"[ 50.  14.  14. ...,   0.   0.   0.]"
7356,1,"[ 40.   3.  10. ...,   0.   0.   0.]"
7357,1,"[ 13.   7.   5. ...,   0.   0.   0.]"
7358,9,"[ 31.  10.   8. ...,   0.   0.   0.]"
7359,1,"[ 39.   3.   9. ...,   0.   0.   0.]"
7360,6,"[ 30.  13.  14. ...,   0.   0.   0.]"
7361,2,"[ 24.   3.   8. ...,   0.   0.   0.]"
7362,2,"[ 6.  2.  2. ...,  0.  0.  0.]"
7363,8,"[ 16.   6.   3. ...,   0.   0.   0.]"
7364,3,"[ 46.  17.   9. ...,   0.   0.   0.]"
7365,6,"[ 21.  10.  11. ...,   0.   0.   0.]"
7366,7,"[ 30.  16.  10. ...,   0.   0.   0.]"
7367,3,"[ 23.  15.   6. ...,   0.   0.   0.]"
7368,10,"[ 4.  3.  2. ...,  0.  0.  0.]"
7369,8,"[ 44.  15.  14. ...,   0.   0.   0.]"
7370,10,"[ 5.  1.  2. ...,  0.  0.  0.]"
7371,4,"[ 35.   7.   6. ...,   0.   0.   0.]"
7372,4,"[ 24.  10.  10. ...,   0.   0.   0.]"
7373,8,"[ 46.   7.  11. ...,   0.   0.   0.]"
7374,2,"[ 21.   3.   7. ...,   0.   0.   0.]"
7375,7,"[ 31.   7.   8. ...,   0.   0.   0.]"
7376,4,"[ 11.   2.   5. ...,   0.   0.   0.]"
7377,10,"[ 3.  2.  1. ...,  0.  0.  0.]"
7378,10,"[ 77.  49.  30. ...,   0.   0.   0.]"
7379,1,"[ 55.  16.  19. ...,   0.   0.   0.]"
7380,6,"[ 18.  13.  11. ...,   0.   0.   0.]"
7381,7,"[ 33.   8.  10. ...,   0.   0.   0.]"
7382,5,"[ 8.  4.  4. ...,  0.  0.  0.]"
7383,6,"[ 26.  13.  15. ...,   0.   0.   0.]"
7384,4,"[ 39.  12.  14. ...,   0.   0.   0.]"
7385,3,"[ 3.  3.  2. ...,  0.  0.  0.]"
7386,7,"[ 33.  10.   7. ...,   0.   0.   0.]"
7387,4,"[ 48.  10.  14. ...,   0.   0.   0.]"
7388,8,"[ 6.  5.  2. ...,  0.  0.  0.]"
7389,3,"[ 38.  17.  10. ...,   0.   0.   0.]"
7390,5,"[ 33.  10.  12. ...,   0.   0.   0.]"
7391,4,"[ 32.   4.   9. ...,   0.   0.   0.]"
7392,6,"[ 12.   3.   4. ...,   0.   0.   0.]"
7393,3,"[ 35.   5.   7. ...,   0.   0.   0.]"
7394,1,"[ 18.   4.   4. ...,   0.   0.   0.]"
7395,6,"[ 8.  6.  4. ...,  0.  0.  0.]"
7396,4,"[ 30.  10.  11. ...,   0.   0.   0.]"
7397,5,"[ 20.  10.   6. ...,   0.   0.   0.]"
7398,6,"[ 21.  14.   7. ...,   0.   0.   0.]"
7399,4,"[ 33.   6.   9. ...,   0.   0.   0.]"
7400,10,"[ 2.  0.  1. ...,  0.  0.  0.]"
7401,7,"[ 31.   8.  10. ...,   0.   0.   0.]"
7402,3,"[ 42.  13.  10. ...,   0.   0.   0.]"
7403,9,"[ 0.  1.  0. ...,  0.  0.  0.]"
7404,1,"[ 29.   8.   5. ...,   0.   0.   0.]"
7405,2,"[ 31.   9.   8. ...,   0.   0.   0.]"
7406,4,"[ 14.   1.   5. ...,   0.   0.   0.]"
7407,8,"[ 33.   9.   6. ...,   0.   0.   0.]"
7408,8,"[ 32.   8.   9. ...,   0.   0.   0.]"
7409,6,"[ 33.   7.  15. ...,   0.   0.   0.]"
7410,3,"[ 5.  1.  2. ...,  0.  0.  0.]"
7411,4,"[ 60.  18.  10. ...,   0.   0.   0.]"
7412,1,"[ 39.  14.  13. ...,   0.   0.   0.]"
7413,7,"[ 19.   8.   6. ...,   0.   0.   0.]"
7414,6,"[ 2.  3.  2. ...,  0.  0.  0.]"
7415,1,"[ 13.   2.   2. ...,   0.   0.   0.]"
7416,5,"[ 65.  15.  15. ...,   0.   0.   0.]"
7417,4,"[ 27.   6.   8. ...,   0.   0.   0.]"
7418,3,"[ 14.   8.   5. ...,   0.   0.   0.]"
7419,4,"[ 43.  11.   8. ...,   0.   0.   0.]"
7420,1,"[ 33.  20.   8. ...,   0.   0.   0.]"
7421,5,"[ 77.  26.  29. ...,   0.   1.   0.]"
7422,8,"[ 14.   0.   6. ...,   0.   0.   0.]"
7423,3,"[ 28.   2.  10. ...,   0.   0.   0.]"
7424,10,"[ 36.  24.  11. ...,   0.   0.   0.]"
7425,4,"[ 43.   5.  14. ...,   0.   0.   0.]"
7426,10,"[ 110.   71.   37. ...,    0.    0.    0.]"
7427,3,"[ 29.  14.   6. ...,   0.   0.   0.]"
7428,1,"[ 34.  29.   8. ...,   0.   0.   0.]"
7429,1,"[ 18.   5.   4. ...,   0.   0.   0.]"
7430,6,"[ 17.  11.  10. ...,   0.   0.   0.]"
7431,4,"[ 22.   5.   6. ...,   0.   0.   0.]"
7432,7,"[ 20.   8.   8. ...,   0.   0.   0.]"
7433,7,"[ 13.   1.   3. ...,   0.   0.   0.]"
7434,3,"[ 42.  13.  10. ...,   0.   0.   0.]"
7435,8,"[ 11.   1.   4. ...,   0.   0.   0.]"
7436,7,"[ 32.  15.   8. ...,   0.   0.   0.]"
7437,5,"[ 46.  10.  16. ...,   0.   0.   0.]"
7438,2,"[ 30.  12.   7. ...,   0.   0.   0.]"
7439,2,"[ 30.  12.  11. ...,   0.   0.   0.]"
7440,9,"[ 42.  26.  17. ...,   0.   0.   0.]"
7441,10,"[ 87.  25.  29. ...,   0.   0.   0.]"
7442,10,"[ 55.  16.  21. ...,   0.   0.   0.]"
7443,5,"[ 30.   8.  13. ...,   0.   0.   0.]"
7444,10,"[ 39.  20.  11. ...,   0.   0.   0.]"
7445,4,"[ 19.   9.   9. ...,   0.   0.   0.]"
7446,9,"[ 40.  28.  13. ...,   0.   0.   0.]"
7447,5,"[ 6.  0.  3. ...,  0.  0.  0.]"
7448,5,"[ 45.  17.  12. ...,   0.   0.   0.]"
7449,7,"[ 45.   5.   8. ...,   0.   0.   0.]"
7450,6,"[ 16.   2.   6. ...,   0.   0.   0.]"
7451,9,"[ 45.  27.  10. ...,   0.   0.   0.]"
7452,8,"[ 34.   9.  10. ...,   0.   0.   0.]"
7453,3,"[ 33.   7.   8. ...,   0.   0.   0.]"
7454,3,"[ 26.   5.   6. ...,   0.   0.   0.]"
7455,1,"[ 50.  10.  11. ...,   0.   0.   0.]"
7456,9,"[ 27.  12.   8. ...,   0.   0.   0.]"
7457,3,"[ 24.  16.   7. ...,   0.   0.   0.]"
7458,7,"[ 28.   6.   9. ...,   0.   0.   0.]"
7459,7,"[ 23.   8.   5. ...,   0.   0.   0.]"
7460,2,"[ 33.   6.   8. ...,   0.   0.   0.]"
7461,3,"[ 11.   7.   5. ...,   0.   0.   0.]"
7462,8,"[ 21.   8.   4. ...,   0.   0.   0.]"
7463,10,"[ 52.  31.  24. ...,   0.   0.   0.]"
7464,7,"[ 12.   4.   5. ...,   0.   0.   0.]"
7465,8,"[ 49.  38.  32. ...,   0.   0.   0.]"
7466,3,"[ 12.   4.   5. ...,   0.   0.   0.]"
7467,10,"[ 3.  4.  0. ...,  0.  0.  0.]"
7468,2,"[ 36.  16.   9. ...,   0.   0.   0.]"
7469,3,"[ 20.   4.   9. ...,   0.   0.   0.]"
7470,2,"[ 16.  12.   6. ...,   0.   0.   0.]"
7471,3,"[ 28.  13.   8. ...,   0.   0.   0.]"
7472,3,"[ 28.   1.   5. ...,   0.   0.   0.]"
7473,5,"[ 38.  15.  15. ...,   0.   0.   0.]"
7474,5,"[ 21.   9.   7. ...,   0.   0.   0.]"
7475,8,"[ 5.  1.  2. ...,  0.  0.  0.]"
7476,2,"[ 32.   8.   7. ...,   0.   0.   0.]"
7477,6,"[ 26.  19.  15. ...,   0.   0.   0.]"
7478,6,"[ 20.  14.  10. ...,   0.   0.   0.]"
7479,3,"[ 35.  12.   8. ...,   0.   0.   0.]"
7480,4,"[ 31.   3.   7. ...,   0.   0.   0.]"
7481,8,"[ 36.   4.   9. ...,   0.   0.   0.]"
7482,3,"[ 26.  10.  10. ...,   0.   0.   0.]"
7483,4,"[ 19.   6.   6. ...,   0.   0.   0.]"
7484,7,"[ 36.   5.   9. ...,   0.   0.   0.]"
7485,7,"[ 43.   5.   6. ...,   0.   0.   0.]"
7486,10,"[ 47.  23.  12. ...,   0.   0.   0.]"
7487,2,"[ 8.  4.  3. ...,  0.  0.  0.]"
7488,7,"[ 2.  2.  1. ...,  0.  0.  0.]"
7489,7,"[ 26.   5.   5. ...,   0.   0.   0.]"
7490,8,"[ 34.  10.   9. ...,   0.   0.   0.]"
7491,4,"[ 39.   6.   7. ...,   0.   0.   0.]"
7492,6,"[ 21.  18.  16. ...,   0.   0.   0.]"
7493,9,"[ 29.   9.  10. ...,   0.   0.   0.]"
7494,1,"[ 51.  24.  20. ...,   0.   0.   0.]"
7495,10,"[ 17.  12.   4. ...,   0.   0.   0.]"
7496,6,"[ 31.  10.  17. ...,   0.   0.   0.]"
7497,1,"[ 19.   6.   9. ...,   0.   0.   0.]"
7498,4,"[ 52.  15.   6. ...,   0.   0.   0.]"
7499,9,"[ 51.  15.  19. ...,   0.   0.   0.]"
7500,2,"[ 67.  66.  12. ...,   0.   0.   0.]"
7501,1,"[ 27.   5.   6. ...,   0.   0.   0.]"
7502,1,"[ 23.  13.   7. ...,   0.   0.   0.]"
7503,7,"[ 30.  14.  19. ...,   0.   0.   0.]"
7504,6,"[ 36.  18.   9. ...,   0.   0.   0.]"
7505,8,"[ 26.  12.   8. ...,   0.   0.   0.]"
7506,5,"[ 40.  15.  13. ...,   0.   0.   0.]"
7507,4,"[ 49.   7.   9. ...,   0.   0.   0.]"
7508,8,"[ 52.  12.  11. ...,   0.   0.   0.]"
7509,9,"[ 34.  17.  10. ...,   0.   0.   0.]"
7510,5,"[ 2.  0.  2. ...,  0.  0.  0.]"
7511,8,"[ 31.  10.   8. ...,   0.   0.   0.]"
7512,1,"[ 21.   6.   7. ...,   0.   0.   0.]"
7513,1,"[ 36.  12.  17. ...,   0.   0.   0.]"
7514,10,"[ 2.  0.  1. ...,  0.  0.  0.]"
7515,10,"[ 22.  15.   6. ...,   0.   0.   0.]"
7516,6,"[ 26.  13.  12. ...,   0.   0.   0.]"
7517,6,"[ 9.  1.  3. ...,  0.  0.  0.]"
7518,9,"[ 0.  0.  0. ...,  0.  0.  0.]"
7519,10,"[ 1.  0.  1. ...,  0.  0.  0.]"
7520,3,"[ 33.  13.  10. ...,   0.   0.   0.]"
7521,8,"[ 61.  10.  12. ...,   0.   0.   0.]"
7522,2,"[ 18.   7.  11. ...,   0.   0.   0.]"
7523,10,"[ 41.  21.  18. ...,   0.   0.   0.]"
7524,5,"[ 24.  16.  12. ...,   0.   0.   0.]"
7525,3,"[ 20.   3.   7. ...,   0.   0.   0.]"
7526,8,"[ 32.  16.  12. ...,   0.   0.   0.]"
7527,9,"[ 26.  13.   6. ...,   0.   0.   0.]"
7528,4,"[ 36.  10.   6. ...,   0.   0.   0.]"
7529,2,"[ 19.   4.   6. ...,   0.   0.   0.]"
7530,2,"[ 42.   6.  11. ...,   0.   0.   0.]"
7531,6,"[ 8.  6.  6. ...,  0.  0.  0.]"
7532,6,"[ 51.  38.  46. ...,   0.   0.   0.]"
7533,7,"[ 27.   6.   6. ...,   0.   0.   0.]"
7534,2,"[ 33.   6.  13. ...,   0.   0.   0.]"
7535,3,"[ 20.   4.   8. ...,   0.   0.   0.]"
7536,5,"[ 14.  12.   8. ...,   0.   0.   0.]"
7537,7,"[ 30.  10.   9. ...,   0.   0.   0.]"
7538,8,"[ 4.  0.  1. ...,  0.  0.  0.]"
7539,8,"[ 51.   8.  12. ...,   0.   0.   0.]"
7540,7,"[ 37.  14.  13. ...,   0.   0.   0.]"
7541,3,"[ 27.   6.  10. ...,   0.   0.   0.]"
7542,6,"[ 15.   7.  11. ...,   0.   0.   0.]"
7543,9,"[ 43.  15.  13. ...,   0.   0.   0.]"
7544,2,"[ 35.   9.   8. ...,   0.   0.   0.]"
7545,5,"[ 15.   2.   6. ...,   0.   0.   0.]"
7546,10,"[ 104.   45.   27. ...,    0.    0.    0.]"
7547,3,"[ 14.   6.   9. ...,   0.   0.   0.]"
7548,3,"[ 24.   1.   7. ...,   0.   0.   0.]"
7549,10,"[ 1.  0.  2. ...,  0.  0.  0.]"
7550,1,"[ 18.   9.   6. ...,   0.   0.   0.]"
7551,2,"[ 49.  29.  27. ...,   0.   0.   0.]"
7552,10,"[  5.   6.  28. ...,   0.   0.   0.]"
7553,1,"[ 36.   7.  12. ...,   0.   0.   0.]"
7554,5,"[ 26.  13.   7. ...,   0.   0.   0.]"
7555,2,"[ 38.  11.   8. ...,   0.   0.   0.]"
7556,3,"[ 29.   3.   6. ...,   0.   0.   0.]"
7557,5,"[ 38.  24.   9. ...,   0.   0.   0.]"
7558,3,"[ 32.  14.  11. ...,   0.   0.   0.]"
7559,9,"[ 3.  0.  0. ...,  0.  0.  0.]"
7560,9,"[ 28.   7.   5. ...,   0.   0.   0.]"
7561,6,"[ 35.  19.  16. ...,   0.   0.   0.]"
7562,9,"[ 27.   8.   8. ...,   0.   0.   0.]"
7563,5,"[ 3.  3.  3. ...,  0.  0.  0.]"
7564,4,"[ 22.   1.   6. ...,   0.   0.   0.]"
7565,4,"[ 34.   5.   7. ...,   0.   0.   0.]"
7566,8,"[ 28.   7.  15. ...,   0.   0.   0.]"
7567,5,"[ 45.  21.  13. ...,   0.   0.   0.]"
7568,5,"[ 24.  12.  14. ...,   0.   0.   0.]"
7569,2,"[ 39.  10.  12. ...,   0.   0.   0.]"
7570,10,"[ 75.  47.  22. ...,   0.   0.   0.]"
7571,5,"[ 24.   8.   7. ...,   0.   0.   0.]"
7572,6,"[ 27.  15.  15. ...,   0.   0.   0.]"
7573,10,"[ 107.   19.   32. ...,    0.    0.    0.]"
7574,5,"[ 44.  10.  16. ...,   0.   0.   0.]"
7575,6,"[ 19.  10.   6. ...,   0.   0.   0.]"
7576,7,"[ 40.   6.   6. ...,   0.   0.   0.]"
7577,4,"[ 38.  19.   7. ...,   0.   0.   0.]"
7578,6,"[ 17.   8.   7. ...,   0.   0.   0.]"
7579,9,"[ 38.  15.   8. ...,   0.   0.   0.]"
7580,3,"[ 45.   4.  10. ...,   0.   0.   0.]"
7581,1,"[ 23.   3.   6. ...,   0.   0.   0.]"
7582,4,"[ 38.  11.   6. ...,   0.   0.   0.]"
7583,9,"[ 54.  26.  15. ...,   0.   0.   0.]"
7584,9,"[ 29.   4.   5. ...,   0.   1.   0.]"
7585,7,"[ 34.   9.   5. ...,   0.   0.   0.]"
7586,4,"[ 40.  12.  11. ...,   0.   0.   0.]"
7587,8,"[ 32.  13.   9. ...,   0.   0.   0.]"
7588,3,"[ 12.   3.   6. ...,   0.   0.   0.]"
7589,9,"[ 49.  51.  18. ...,   0.   0.   0.]"
7590,2,"[ 23.   3.  11. ...,   0.   0.   0.]"
7591,1,"[ 31.  28.  12. ...,   0.   0.   0.]"
7592,3,"[ 23.   5.  10. ...,   0.   0.   0.]"
7593,9,"[ 34.  19.  10. ...,   0.   0.   0.]"
7594,10,"[ 4.  0.  1. ...,  0.  0.  0.]"
7595,5,"[ 21.   6.   9. ...,   0.   0.   0.]"
7596,9,"[ 86.  22.  21. ...,   0.   0.   0.]"
7597,5,"[ 42.  14.  12. ...,   0.   0.   0.]"
7598,3,"[ 57.   4.  12. ...,   0.   0.   0.]"
7599,5,"[ 30.  19.  11. ...,   0.   0.   0.]"
7600,8,"[ 35.  13.  11. ...,   0.   0.   0.]"
7601,1,"[ 38.   8.   7. ...,   0.   0.   0.]"
7602,9,"[ 18.   2.   4. ...,   0.   0.   0.]"
7603,3,"[ 47.   7.  10. ...,   0.   0.   0.]"
7604,10,"[ 18.  12.  10. ...,   0.   0.   0.]"
7605,5,"[ 36.  17.  15. ...,   0.   0.   0.]"
7606,9,"[ 35.   9.   8. ...,   0.   0.   0.]"
7607,10,"[ 106.   75.   68. ...,    0.    0.    0.]"
7608,4,"[ 30.  10.   9. ...,   0.   0.   0.]"
7609,6,"[ 32.   6.  11. ...,   0.   0.   0.]"
7610,5,"[ 20.   9.   7. ...,   0.   0.   0.]"
7611,3,"[ 32.  11.   9. ...,   0.   0.   0.]"
7612,10,"[ 48.  19.   8. ...,   0.   0.   0.]"
7613,10,"[ 2.  2.  1. ...,  0.  0.  0.]"
7614,2,"[ 35.   4.  10. ...,   0.   0.   0.]"
7615,4,"[ 34.   6.  10. ...,   0.   0.   0.]"
7616,3,"[ 30.  11.  10. ...,   0.   0.   0.]"
